ID,Titre,Entreprise,Lieu,Source,Date,Description,Lien
789,"Comptable / bac+2 à bac+4 - Casablanca","AFRICA STAFFING","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recrutons, pour le compte d’une grande entreprise, leader dans son secteur, un Comptable (H/F) basé à Casablanca. Missions : Rattaché(e) au Chef Comptable, vos principales missions sont : La passation des opérations comptables courantes L’analyse et le lettrage des comptes La participation aux travaux de clôtures mensuelles et annuelles La contribution à la préparation des bilans et états financiers Le respect des procédures comptables, fiscales et internes Profil recherché : Formation Bac+2 à Bac+4 en Comptabilité, Gestion ou équivalent Minimum 2 ans d’expérience dans un poste similaire, idéalement au sein d’une fiduciaire Bonne maîtrise de la comptabilité générale et de la fiscalité Aisance avec les outils informatiques et logiciels comptables Sérieux(se), organisé(e), dynamique, avec un bon esprit d’équipe et un bon sens de la coordination Lieu : Casablanca Contrat : À définir selon profil","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10289925/Comptable-bac2-à-bac4.html"
790,"Gestionnaire de paie maitrisant sage / casablanca /bac+2/3","Africa Staffing","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Pour une société industrielle spécialisée dans l’emballage, le façonnage et le conditionnement en carton et papier, nous recrutons une Gestionnaire de Paie autonome pour renforcer son service RH à Sidi Maarouf. Missions principales : Établir et contrôler les paies mensuelles via SAGE Gérer l’administration du personnel (contrats, absences, congés, attestations, soldes de tout compte...) Veiller à la conformité des déclarations CNSS, AMO, CIMR, etc. Préparer les virements de paie et les états comptables associés Assurer un suivi rigoureux des dossiers du personnel et des documents légaux Participer à la mise à jour des procédures RH internes Profil recherché : Formation Bac+2/3 en Gestion des ressources humaines, paie ou comptabilité Expérience de 2 à 5 ans dans un poste similaire en milieu industriel (souhaitée) Maîtrise du logiciel SAGE Paie obligatoire Connaissance du droit du travail marocain Rigueur, discrétion, sens de l’organisation et autonomie Type d'emploi : Temps plein, CDI","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10180038/Gestionnaire-de-paie-maitrisant-sage-casablanca-bac23.html"
791,"Technicien de maintenance confirmé-agroalimentaire / bac+2 / bac+3 - Bouskoura","AFRICA STAFFING","Bouskoura","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recrutons un Technicien de Maintenance Confirmé pour le compte d’une industrie agroalimentaire basée à Oulad Saleh, spécialisée dans la production de pâtes alimentaires. Missions principales : Assurer la maintenance préventive et corrective des équipements de production Diagnostiquer les pannes et intervenir rapidement pour rétablir le fonctionnement des machines Participer à l’amélioration continue des installations Suivre les plans de maintenance et renseigner les interventions réalisées Garantir la conformité des équipements aux normes d’hygiène et de sécurité Travailler en étroite collaboration avec l’équipe de production Profil recherché : Bac+2 / Bac+3 en Maintenance Industrielle, Électromécanique ou équivalent Expérience confirmée en industrie agroalimentaire ou dans un environnement similaire Maîtrise des systèmes mécaniques, électriques, pneumatiques et hydrauliques Réactivité, autonomie et sens du diagnostic Disponibilité immédiate est un atout Transport assuré pour les zones suivantes : Bouskoura, Sidi maarouf, Lissasfa, Nassim, Oulfa","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10280541/Technicien-de-maintenance-confirmé-agroalimentaire-bac2-bac3.html"
792,"Agent de Distribution CASABLANCA","OZON EXPRESS","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact في إطار تعزيز فريقنا، نبحث عن مكلف تكون مهمته الأساسية التنسيق مع الموزعين قبل الانطلاق في التوزيع التحقق من الطرود المخصصة للتوزيع اليومي ومطابقتها مع النظام تسجيل الطرود المسلّمة لكل موزع قبل الخروج للتوزيع تتبع الطرود غير المسلّمة من اليوم السابق والتأكد من تسجيلها ومراجعتها مع الموزعين ضمان دقة المعطيات والحد من الأخطاء قبل بدء عملية التوزيع العمل بتنسيق مستمر مع خدمة الزبناء عند الحاجة المؤهلات المطلوبة: الجدية والانضباط وحسّ عالي بالمسؤولية القدرة على التنظيم والعمل تحت الضغط مهارات تواصل جيدة مع فرق التوزيع الإلمام بأساسيات استعمال الأنظمة الرقمية أو الجداول (ميزة إضافية) يشترط أن يكون المترشح ساكنًا بحي المحمدي أو النواحي","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297918/Agent-de-Distribution-CASABLANCA.html"
793,"Agent de caisse HOCEIMA - Al hoceima","Akdital","Al hoceima","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recrutons un Agent de Caisse pour le compte d’une grande structure de santé située à HOCEIMA - Profil recherché : Niveau d’études : Bac+2 en économie, gestion ou commerce Expérience préalable dans la gestion de caisse Bonnes compétences en communication Capacité à gérer le stress et à travailler avec précision et fléxibilité - Missions principales : Assurer l’accueil et l’orientation des patients Effectuer les opérations d’encaissement Garantir l’exactitude des transactions et la bonne tenue de la caisse Appliquer les procédures internes","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297930/Agent-de-caisse-HOCEIMA.html"
794,"agent de récéption Hoceima - Al hoceima","Akdital","Al hoceima","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Dans le cadre du lancement des nouveaux projets, nous sommes à la recherches des réceptionnistes expérimentés pour notre clinique située àHoceima. Missions principales : - Accueillir les patients et les familles et répondre à leurs questions, - Gérer les appels téléphoniques, les courriels et les messages, - Prendre des rendez-vous et gérer l'agenda des médecins et des infirmières, - Fournir des informations sur les services de la clinique et les procédures médicales, - Résoudre les problèmes et les plaintes des patients, - Collaborer avec les équipes médicales pour assurer une prise en charge efficace des patients, - Maintenir la confidentialité et la sécurité des informations patient. Profil recherché : - Bac+2 en économie, Gestion d'entreprises ou équivalent, - Expérience significative de deux ans et plus dans un rôle de réceptionniste, - Maîtrise de la langue française à un niveau professionnel - Compétences en communication et en service à la clientèle.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297931/agent-de-récéption-Hoceima.html"
795,"Pré vendeur détail à Casablanca","Confidentiel","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous cherchons un pré vendeur détail circuit traditionnel sur Casablanca pour rejoindre notre équipe dans le secteur de la grande distribution. Vous serez comme mission de : - Commercialiser nos produits, - Contribuer à l'atteinte des objectifs de vente, - Satisfaire les besoins de nos clients, * Conduite de la moto est obligatoire N'hésitez pas d'envoyer vos CV","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297933/Pré-vendeur-détail-à-Casablanca.html"
796,"Merchandiser circuit traditionnel à Safi","Confidentiel","Safi","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes le leader dans le domaine de la distribution et nous sommes à la recherche d’un merchandiseur pour notre circuit traditionnel à Safi. Vous aurez comme mission : - Assurer la bonne visibilité et la mise en place de nos produits/marques - Remonter les informations du marché (prix, action concurrente…) - Comprendre les besoins des clients pour mieux les aider. * Conduite de la moto est obligatoire Si vous êtes motivé avec un sens et esprit commercial, n’hésitez pas à postulez des maintenant en répondant à cette annonce","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297934/Merchandiser-circuit-traditionnel-à-Safi.html"
797,"Merchandiser circuit traditionnel à Casablanca","Confidentiel","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes le leader dans le domaine de la distribution et nous sommes à la recherche d’un merchandiseur pour notre circuit traditionnel à Casablanca. Vous aurez comme mission : - Assurer la bonne visibilité et la mise en place de nos produits/marques - Remonter les informations du marché (prix, action concurrente…) - Comprendre les besoins des clients pour mieux les aider. * Conduite de la moto est obligatoire Si vous êtes motivé avec un sens et esprit commercial, n’hésitez pas à postulez des maintenant en répondant à cette annonce","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297936/Merchandiser-circuit-traditionnel-à-Casablanca.html"
798,"Vendeuse parfumerie terrain à Casablanca","Confidentiel","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous somme à la recherche une Vendeuse Terrain passionnée par l’univers de la parfumerie pour représenter nos produits en points de vente (grands magasins, parfumeries sélectives, événements). Vos missions : -Représenter la marque et assurer la vente de parfums auprès de la clientèle -Atteindre les objectifs de vente et remonter les retours du terrain Profil recherché : -Expérience en vente, idéalement dans la parfumerie, cosmétique ou luxe -Présentation soignée, excellente élocution et sens du service client -Forte appétence pour le terrain, goût du challenge et esprit commercial -Autonomie, dynamisme et professionnalisme -Permis B apprécié selon la zone de déplacement","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297937/Vendeuse-parfumerie-terrain-à-Casablanca.html"
799,"Vendeuse parfumerie terrain à Rabat","Confidentiel","Rabat","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous somme à la recherche une Vendeuse Terrain passionnée par l’univers de la parfumerie pour représenter nos produits en points de vente (grands magasins, parfumeries sélectives, événements). Vos missions : -Représenter la marque et assurer la vente de parfums auprès de la clientèle -Atteindre les objectifs de vente et remonter les retours du terrain Profil recherché : -Expérience en vente, idéalement dans la parfumerie, cosmétique ou luxe -Présentation soignée, excellente élocution et sens du service client -Forte appétence pour le terrain, goût du challenge et esprit commercial -Autonomie, dynamisme et professionnalisme -Permis B apprécié selon la zone de déplacement","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297940/Vendeuse-parfumerie-terrain-à-Rabat.html"
