title_clean,company_clean,location_clean,description_clean,desc_length,title_length,word_count,source,link
attaché commercial ( sidi bernoussi ),manpower agences,"casablanca-settat, maroc (maroc)","catégorie: 
manpower group recrute un attaché commercial à sidi bernoussi. vos missions incluront la prospection, la vente de produits/services, la négociation et le suivi client. profil recherché : bac +2 minimum en commerce/vente, avec une maîtrise des techniques de vente et un bon relationnel.",303,38,44,Rekrute,https://www.rekrute.com/offre-emploi-attache-commercial-sidi-bernoussi-recrutement-manpower-agences-casablanca-settat-maroc-177616.html
msn- research assistant in hydrogel materials,um6p - université mohammed vi polytechnique,benguerir (maroc),"catégorie: 
mohammed vi polytechnic university seeks a research assistant in hydrogel materials in benguerir. responsibilities include supporting experimental design, preparing/testing hydrogel materials, performing material characterization, and analyzing data. requires a master''s or engineering degree in materials science/chemistry, strong lab skills, and proficiency in english and french.",395,45,46,Rekrute,https://www.rekrute.com/offre-emploi-msn--research-assistant-in-hydrogel-materials-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-177615.html
manager commercial btp,non spécifié,errachidia (maroc),"catégorie: lancer 4k
nous recrutons un manager commercial btp pour piloter notre stratégie commerciale et manager notre équipe. vous identifierez de nouvelles opportunités de croissance et négocierez des contrats clés, tout en assurant le suivi des performances. un leadership avéré et une expérience réussie de 5 ans minimum sont requis.",348,22,49,Rekrute,https://www.rekrute.com/offre-emploi-manager-commercial-btp-recrutement-confidentiel-errachidia-177309.html
agent bureau d''ordre,huir - l''hôpital universitaire international de rabat,rabat (maroc),"catégorie: 
l''hôpital universitaire international de rabat recrute un agent bureau d''ordre expérimenté. vous serez responsable de la gestion complète du courrier, de sa réception à son expédition, ainsi que du classement et de l''archivage des documents. le poste exige rigueur, organisation, et une expérience significative en gestion administrative.",359,20,48,Rekrute,https://www.rekrute.com/offre-emploi-agent-bureau-dordre-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-177613.html
directeur commercial secteur gardiennage nettoyage intérim,non spécifié,casablanca (maroc),"catégorie: lancer 4k
directeur commercial expérimenté (10-20 ans) recherché à casablanca pour piloter la croissance dans les secteurs du gardiennage, nettoyage et intérim. vos missions incluent le développement commercial, la gestion de portefeuille clients et le management d''équipe. bac +5 minimum en commercial/vente requis, avec une excellente maîtrise des techniques de vente et du leadership.",407,59,54,Rekrute,https://www.rekrute.com/offre-emploi-directeur-commercial-secteur-gardiennage-nettoyage-interim-recrutement-confidentiel-casablanca-176208.html
responsable canal chr,sotherma,casablanca (maroc),"catégorie: 
nous recherchons un responsable canal chr expérimenté pour développer les ventes dans le secteur hôtels, restaurants, cafés au sein de sotherma. vos missions incluront la stratégie commerciale, la prospection, la gestion d''équipe et l''analyse des performances. vous devez posséder un diplôme bac+5, 5 ans d''expérience minimum, d''excellentes compétences en vente et relation client, ainsi qu''une parfaite maîtrise du français et de l''arabe.",465,21,63,Rekrute,https://www.rekrute.com/offre-emploi-responsable-canal-chr-recrutement-sotherma-casablanca-177611.html
directeur de la comptabilité (h/f),cac (centrale automobile chérifienne),casablanca (maroc),"catégorie: 
directeur de la comptabilité (h/f) chez centrale automobile chérifienne (cac) à casablanca. pilotage stratégique et opérationnel de la fonction comptable, garant de la fiabilité financière et du respect des normes. expérience minimum de 12-15 ans requise, dont 5 ans en management d''équipes comptables, avec une expertise solide en normes marocaines et en contrôle interne.",396,35,55,Rekrute,https://www.rekrute.com/offre-emploi-directeur-de-la-comptabilite-hf-recrutement-cac-centrale-automobile-cherifienne-casablanca-177610.html
responsable qualité & certification,non spécifié,casablanca (maroc),"catégorie: lancer 4k
leader marocain dans la personnalisation de cartes bancaires recherche un responsable qualité & certification. le poste implique le reporting qualité, la re-certification visa, mastercard et iso, ainsi que le suivi des plans d''action et la gestion des réclamations clients. le candidat idéal possède une solide connaissance des certifications qualité (iso 9001, tqm) et des méthodes d''assurance qualité.",433,36,59,Rekrute,https://www.rekrute.com/offre-emploi-responsable-qualite-certification-recrutement-confidentiel-casablanca-177531.html
chargé de portefeuille,fondation arrawaj,agadir (maroc),"catégorie: 
la fondation arrawaj recherche un chargé de portefeuille h/f à agadir pour gérer et développer un portefeuille client. missions incluent prospection, vente, conseil, fidélisation et recouvrement terrain. profil recherché : bac+3 minimum (compta, finance, commerce, gestion), dynamique, relationnel, résistance à la pression et esprit d''initiative.",368,23,46,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-portefeuille-recrutement-fondation-arrawaj-agadir-177608.html
commercial senior,non spécifié,casablanca (maroc),"catégorie: lancer 4k
poste de commercial senior à casablanca au sein d''une entreprise marocaine de référence. vous développerez un portefeuille clients, prospecterez de nouveaux marchés et mènerez des négociations commerciales complexes. profil recherché : bac +5 et plus (commercial, vente, export), 1 à 5 ans d''expérience, excellentes compétences en négociation et aisance relationnelle.",402,17,52,Rekrute,https://www.rekrute.com/offre-emploi-commercial-senior-recrutement-confidentiel-casablanca-177607.html
responsable d''affaires industrie sénior (h/f),vinci energies afrique de l''ouest,casablanca (maroc),"catégorie: 
vinci energies afrique de l''ouest recherche un responsable d''affaires industrie senior expérimenté (h/f) au maroc. ce poste clé implique la gestion complète de projets industriels (électronique, électrotechnique, automatisme), le développement commercial et le leadership d''équipe. un diplôme d''ingénieur et 10 ans d''expérience minimum sont requis pour ce rôle axé sur la satisfaction client et la réussite des projets.",446,46,59,Rekrute,https://www.rekrute.com/offre-emploi-responsable-daffaires-industrie-senior-hf-recrutement-vinci-energies-afrique-de-louest-casablanca-177606.html
directeur(trice) pédagogique,école supérieure du journalisme et de la communication,casablanca (maroc),"catégorie: 
l''esjc recherche un directeur pédagogique (h/f) à casablanca pour concevoir et faire évoluer les curricula, gérer les relations ministérielles et superviser le fonctionnement de l''école. vous devez posséder un doctorat d''état, une expérience de 3 à 5 ans dans l''enseignement supérieur et une excellente maîtrise du français et de l''arabe.",364,29,51,Rekrute,https://www.rekrute.com/offre-emploi-directeurtrice-pedagogique-recrutement-ecole-superieure-du-journalisme-et-de-la-communication-casablanca-177605.html
chargé de portefeuille,fondation arrawaj,marrakech (maroc),"catégorie: 
fondation arrawaj recherche des chargés de portefeuille (h/f) à marrakech pour gérer et développer un portefeuille client, prospecter de nouveaux clients et promouvoir les produits et services de micro-finance. vous devez avoir un bac+3 minimum en finance, commerce ou gestion, et faire preuve de dynamisme, d''aisance relationnelle et d''une bonne résistance au stress. rejoignez une institution majeure pour l''inclusion financière avec d''excellentes perspectives de carrière.",495,23,66,Rekrute,https://www.rekrute.com/offre-emploi-charge-de-portefeuille-recrutement-fondation-arrawaj-marrakech-177604.html
junior import/export logistics officer,non spécifié,casablanca (maroc),"catégorie: lancer 4k
rejoignez notre équipe dynamique en tant qu''officier logistique import/export junior à casablanca. vos responsabilités incluront la gestion des opérations d''import/export, la préparation des documents douaniers et la coordination avec les partenaires. profil bac+2/3 en commerce international ou logistique, débutant accepté, avec de bonnes compétences organisationnelles et informatiques.",419,38,49,Rekrute,https://www.rekrute.com/offre-emploi-junior-importexport-logistics-officer-recrutement-confidentiel-casablanca-177577.html
ingénieur(e) qa (h/f),btechnologie,rabat (maroc),"catégorie: 
btechnologie recherche un(e) ingénieur(e) qa (h/f) à rabat pour intégrer une équipe agile et mettre en place l''activité de tests. vos missions incluront l''élaboration de stratégies de tests, la rédaction et l''exécution de cas de tests, ainsi que le suivi des bugs. vous devez posséder une formation bac+5, d''excellentes compétences en communication française, et une bonne maîtrise des méthodes agile et des tests fonctionnels/techniques.",465,22,65,Rekrute,https://www.rekrute.com/offre-emploi-ingenieure-qa-hf-recrutement-btechnologie-rabat-177603.html
guide,jardin majorelle,marrakech (maroc),"catégorie: 
le jardin majorelle recrute un guide à marrakech pour accueillir et informer les visiteurs avec des visites attractives et pédagogiques. vous valoriserez le patrimoine culturel, historique et naturel du site. un bac +2/3 en tourisme, histoire, art ou médiation culturelle, avec une maîtrise parfaite de l''arabe, du français et de l''anglais est requis, ainsi qu''une expérience de 3 ans souhaitée.",415,5,61,Rekrute,https://www.rekrute.com/offre-emploi-guide-recrutement-jardin-majorelle-marrakech-177602.html
collaborateur / collaboratrice comptable confirmé/e,soreco,rabat (maroc),"catégorie: 
soreco recherche un(e) collaborateur/trice comptable confirmé(e) à madrid pour gérer un portefeuille de tpe/pme variées. vos missions incluront la tenue, révision des comptes, déclarations fiscales, et le conseil client. profil recherché : bac+3 à bac+5 en comptabilité avec 3-5 ans d''expérience en cabinet sur la comptabilité française.",362,52,48,Rekrute,https://www.rekrute.com/offre-emploi-collaborateur-collaboratrice-comptable-confirmee-recrutement-soreco-rabat-177601.html
